COD,Name,Date,Validity,Description,Category,Social,Byproducts,Deviance,Francoism (until 1978),Constitution (after 1978),European Union (after 1985),Crisis (After 2007),Population (Biopolitics),How - Population,Security (Conduct),How - Security,Territory (Sovereignty),How - territory,Ecology,How - ecology,Economics,How - economics,Terrorism,How - terrorism,Toxicity,How - toxicity,Gender,How - gender,Sexuality,How - sexuality,Race,How - race,Class,How - class
VPRDMA_3,"Real Decreto 1/2002, de 11 de enero, sobre medidas de financiación de actuaciones protegidas en materia de vivienda y suelo del Plan 2002-2005.",11/01/2002,2002-2005,"La intervención del Estado en el subsector de la vivienda se fundamenta en competencias propias relativas a las bases de la planificación económica. En este sentido, la sentencia 152/1988, de 20 de julio, del Tribunal Constitucional, reconocía la capacidad del Estado para actuar en el citado subsector a través de planes plurianuales de vivienda, dada la naturaleza y repercusiones económicas del subsector, aun cuando sin olvidar el aspecto profundamente social del mismo, por cuanto afecta a una de las facetas más íntimas y básicas del ser humano. ",F,No,Yes,No,No,Yes,Yes,No,Yes,"Afecta_población, Creación_de_empleo, Calidad_entorno_humano, Bienestar_social, Hábitat_humano, Población_infantil, Humanidad, Estabilidad_interna, Modestos_aspirantes_propiedad_mobiliaria, Plan_general_desarrollo_económico_social, Familia, Impulsar_propiedad_vivienda, Afecta_jovenes, Afecta_Deudor_hipotecario, Alquiler_social, Cohesión_económica_social, Clase_media, Clases_económicamente_más_débiles",Yes,"Sujetos_obligados_al_pago, Programación_social_económica",Yes,"Europa, Mercado_español_economía, España",No,No,Yes,"Estímulo_orden_económico, Actividad_empresas, Mercado_europeo_mercado_común, Crecimiento_económico_progreso_desarrollo, Política_de_vivienda, Compra_venta, Afecta_mercado, Intervención_administrativa, Plan_general_desarrollo_económico_social, Viviendas_protección_estatal, Mercado_hipotecario, Hipoteca, Sector_hipotecario, Movimiento_bienes_personas, Vivienda_libre",No,No,Yes,"Privación_vivienda, Obstáculos_movimiento_libre",No,No,No,No,No,No,Yes,"Modestos_aspirantes_propiedad_mobiliaria, Afecta_Deudor_hipotecario, Clase_media, Clases_económicamente_más_débiles"
ECRMO_1,"Reglamento (CE) nº 417/2002 del Parlamento Europeo y del Consejo, de 18 de febrero de 2002, relativo a la introducción acelerada de normas en materia de doble casco o de diseño equivalente para petroleros de casco único, y por el que se deroga el Reglamento (CE) nº 2978/94 del Consejo.",18/02/2002,2002-2012,"(1) En el marco de la política común de transportes, es necesario adoptar nuevas medidas para aumentar la seguridad y evitar la contaminación en el transporte marítimo. (2) La Comunidad está seriamente preocupada por los accidentes marítimos con petroleros y por la contaminación de las costas y el daño a la fauna, flora y demás recursos marinos que pudieran derivarse de aquellos. ",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,Necesidades_socioeconómicas_ecológicas,Yes,"Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Europa, Seguridad_marítima, Costas_nacionales",Yes,"Medio_ambiente, Protección_agua_medio_marino, Necesidades_socioeconómicas_ecológicas",No,Necesidades_socioeconómicas_ecológicas,No,No,Yes,"Medio_ambiente, Protección_agua_medio_marino",No,No,No,No,No,No,No,No
ECDMO_9,"Directiva 2002/59/CE del Parlamento Europeo y del Consejo, de 27 de junio de 2002, relativa al establecimiento de un sistema comunitario de seguimiento y de información sobre el tráfico marítimo y por la que se deroga la Directiva 93/75/CEE del Consejo.",27/06/2002,2002-2015,"(4) El establecimiento de un sistema comunitario de seguimiento y de información sobre el tráfico marítimo debe contribuir a la prevención de los accidentes y la contaminación en el mar y a reducir al mínimo sus consecuencias para el medio ambiente marino y costero, la economía y la salud de las poblaciones locales. La eficacia del tráfico marítimo y, en particular, de la gestión de las escalas de los buques en los puertos depende asimismo de la antelación con que los buques anuncian su llegada. ",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Riesgo_salud_humana, Peligro_Salud_hombre, Salud_vidas_humanas",Yes,"Responsabilidad_Civil, Estado_responsable, Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Europa, Costas_nacionales",Yes,"Medio_ambiente, Protección_medioambiental, Protección_agua_medio_marino",No,No,No,No,Yes,"Contaminación_hidrocarburos, Mercancía_peligrosa, Mercancía_contaminante",No,No,No,No,No,No,No,No
ELDMO_4,"Ley 16/2002, de 1 de julio, de Prevención y Control Integrados de la Contaminación.",16/07/2002,2002-2015,"Desde que en 1967 se aprobó la primera Directiva de carácter ambiental, la protección y conservación del medio ambiente ha sido una de las principales inquietudes de la Comunidad Europea, hasta tal punto que ha terminado incorporándose a los Tratados como una verdadera política comunitaria, cuyo principal objetivo es el de prevención, de acuerdo con las previsiones de los sucesivos programas comunitarios de acción en materia de medio ambiente y desarrollo sostenible.Una de las actuaciones más ambiciosas que se han puesto en marcha en el seno de la Unión Europea para la aplicación del principio de prevención en el funcionamiento de las instalaciones industriales más contaminantes ha sido la aprobación de la Directiva 96/61/CE, del Consejo, de 24 de septiembre, relativa a la prevención y al control integrado de la contaminación, mediante la que se establecen medidas para evitar, o al menos reducir, las emisiones de estas actividades en la atmósfera, el agua y el suelo, incluidos los residuos para alcanzar un nivel elevado de protección del medio ambiente considerado en su conjunto.",O,No,No,"Yes, General",No,Yes,Yes,No,Yes,"Dominio_público, Riesgo_salud_humana, Salud_pública, Salud_vidas_humanas",Yes,"Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Europa, España",Yes,"Medio_ambiente, Impactos_medioambientales, Protección_medioambiental, Cambio_climático",Yes,"Petróleo, Gas_natural, Energía, Eficiencia",No,No,Yes,"Contaminación, Petróleo, Contaminación_hidrocarburos, Contaminación_aguas_mar, Destrucción_fauna_flora, Efectos_nocivos_Sustancias_nocivas, Vertidos_buques, Vertidos_Fábricas, Byproducts, Sustancias_tóxicas, Crudo, Sustancias_peligrosas, Contaminación_medioambiente, Energía",No,No,No,No,No,No,No,No
DIRMO_3,Report of the World Summit on Sustainable Development,04/09/2002,2002-2012,"Responsibility for our Planeta, whose bounty is the very basis for human well-being and progress. And most of all, responsibility for the future o_ for our children, and their children.",O,No,Yes,"Yes, General",No,Yes,Yes,Yes,Yes,"Estabilidad_macroéconómica_financiera, Salud_pública, Salud_vidas_humanas, Bienestar_social, Población_infantil",Yes,"Mecanismos_de_responsabilidad, Evaluación_riesgo",Yes,"Global, Territorio_nacional_estado_miembro, Economías_más_desarrolladas, Planeta",Yes,"Protección_medioambiental, Sostenibilidad, Cambio_climático, Biodiversidad, Emisiones_atmósfera_agua_suelo ",Yes,"Consumidor_productor, Petróleo, Competitividad, Gas_natural, Energía, Libre_comercialización_circulación, Indemnización_compensatoria, Entidades_financieras, Deuda, Crecimiento_económico_progreso_desarrollo, Economías_desarrolladas, Estabilidad_macroéconómica_financiera, Mercado, Afecta_mercado, Reducción_pobreza ",Yes,Afectado_por_terrorismo,Yes,"Contaminación, Petróleo, Byproducts, Crudo",No,No,No,No,Yes,"Indigenous_peoples, Tolerancia, Xenofobia",Yes,Reducción_pobreza
DMRDMO_23,"REAL DECRETO-LEY 6/2002, de 4 de octubre, por el que se autoriza al Ministro de Hacienda a celebrar acuerdos transaccionales entre el Estado español, el Fondo Internacional de Indemnización de Daños Debidos a la Contaminación por Hidrocarburos de 1971 y los perjudicados por el siniestro del buque ""Mar Egeo"", y se concede un crédito extraordinario por importe de 63.625.721,36 euros.",04/10/2002,2002-2002,"El buque de bandera griega ""Aegean Sea"" sufrió un siniestro en A Coruña el 3 de diciembre de 1992, produciéndose el derrame de unas 80.000 toneladas de petróleo. Los afectados iniciaron diligencias penales, que dieron lugar a que el Juzgado de lo Penal número 2 de A Coruña, el 30 de abril de 1996, y la Audiencia Provincial de A Coruña, el 18 de junio de 1997, dictaran sentencias condenando al Capitán del buque ""Mar Egeo"" y al Práctico del puerto de A Coruña como directa y solidariamente responsables del siniestro a indemnizar a los perjudicados. Asimismo, declaraban que el UK Club Asegurador (""United Kingdom Mutual Steanship Assurance Association"") y el Fondo Internacional de Indemnización de Daños Debidos a la Contaminación por Hidrocarburos de 1971 (FIDAC) eran responsables de los daños causados por el siniestro y que esta responsabilidad era solidaria. Por último, condenaban al propietario del ""Mar Egeo"" (""Aegean Sea Traders Corporation"") y al Estado español como responsables civiles subsidiarios del Capitán y del Práctico del puerto. ",O,No,No,"Yes, Aegean_sea",No,Yes,Yes,No,No,No,Yes,Responsabilidad_Civil,Yes,"España, Puerto_nacional",No,No,Yes,"Crédito_extraordinario, Indemnización_compensatoria",No,No,Yes,"Contaminación_hidrocarburos, Vertidos_buques",No,No,No,No,No,No,No,No
ECRMO_4,"Reglamento (CE) nº 2099/2002 del Parlamento Europeo y del Consejo, de 5 de noviembre de 2002, por el que se crea el Comité de seguridad marítima y prevención de la contaminación por los buques (COSS) y se modifican los reglamentos relativos a la seguridad marítima y a la prevención de la contaminación por los buques.",05/10/2002,2002-2015,"(2) Mediante su Resolución de 8 de junio de 1993, sobre una política común de seguridad marítima (7), el Consejo aprobó en principio la creación de un Comité de seguridad marítima y prevención de la contaminación por los buques (denominado en lo sucesivo ""el Comité COSS)"" e instó a la Comisión a presentar una propuesta para su instauración. (3) La función del Comité COSS consiste en centralizar las tareas de los comités creados en el marco de la legislación comunitaria en materia de seguridad marítima, prevención de la contaminación por los buques y protección de las condiciones de vida y trabajo a bordo de los buques, así como asistir y aconsejar a la Comisión en todas las cuestiones de seguridad marítima y de prevención o reducción de la contaminación del medio ambiente en el marco de las actividades marítimas. ",O,No,No,"Yes, General",No,Yes,Yes,Yes,Yes,"Salud_vidas_humanas, Necesidades_socioeconómicas_ecológicas",Yes,"Sistema_de_prevención, Evitar_riesgo_contaminación",Yes,"Europa, Gobierno",Yes,"Medio_ambiente, Necesidades_socioeconómicas_ecológicas",No,Necesidades_socioeconómicas_ecológicas,No,No,Yes,"Contaminación_aguas_mar, Vertidos_buques, Contaminación_medioambiente",No,No,No,No,No,No,No,No
ECDMT_19,"Directiva 2002/72/CE de la Comisión, de 6 de agosto de 2002, relativa a los materiales y objetos plásticos destinados a entrar en contacto con productos alimenticios (Texto pertinente a efectos del EEE)",06/10/2002,2002-2006,"Los materiales y objetos plasticos no deberan ceder sus compo- nentes a los productos alimenticios en cantidades que excedan de 10 miligramos por decimetro cuadrado de superficie de material u objeto (mg/dm2) (limite de migracion global). No obstante, dicho limite sera de 60 miligramos de constituyentes liberados por kilogramo de producto alimenticio (mg/kg) en los siguientes casos:",O,No,"Yes, Plásticos",No,No,Yes,Yes,No,Yes,"Afecta_alimentos, Riesgo_salud_humana, Salud_vidas_humanas, Alimentación",Yes,Evaluación_riesgo,Yes,"Europa, Territorio_nacional_estado_miembro",No,No,Yes,"Byproducts, Estructuras_industriales_comerciales, Nuevos_productos",No,No,Yes,"Byproducts, Afecta_alimentos, Migración_plástico",No,No,No,No,No,No,No,No
DMLMA_30,"Ley 44/2002, de 22 de noviembre, de Medidas de Reforma del Sistema Financiero.",22/11/2002,2002-2015,"Como medida adicional para el fomento de la efi- ciencia del sistema financiero, hay que incluir el refuerzo del papel de la Central de Informacion de Riesgos del Banco de Espana (CIR) que se lleva a cabo en el capitu- lo VI de la Ley. La CIR juega un papel fundamental tanto en el control del riesgo por las entidades de credito, como en la supervision que lleva a cabo el Banco de Espana. La Ley le confiere la naturaleza juridica de un servicio publico, en la medida en que facilita el ejercicio de las competencias del Banco de Espana y dota de mayor estabilidad al sistema crediticio espanol.",F,Yes,No,No,No,Yes,Yes,Yes,Yes,"Esencial_para_desenvolvimiento_de_economía_española, Consumidores_usuarios, Protección_del_consumidor, Crecimiento_económico_progreso_desarrollo, Creación_de_empleo, Estabilidad_interna, Fundamento_sociedad, Avance_tecnológico, Afecta_accionista_inversor, Proteger_estabilidad_financiera",Yes,"Evaluación_riesgo, Riesgo_potencial, Límites_prudenciales, Inspecciones, Seguridad_inversores, Normas_corrección_de_conducta, Supervisión_administrativa, Riesgo_sistémico",Yes,"Europa, Mercado_español_economía, Territorio_nacional_estado_miembro, Mercado_interior, Banco_España, Apertura_exterior, Función_esencial, Banco_central_europeo",No,No,Yes,"Libre_comercialización_circulación, Liberalización, Indemnización_compensatoria, Eficiencia, Flexibilización, Crecimiento_económico_progreso_desarrollo, Competencia, Nuevos_productos, Crédito, Integración_organizaciónes_económicas, Ahorro_gasto_inversión, Deuda_pública, Sistema_de_crédito, Sistema_financiero, Mercado_valores, Mercado_hipotecario, Mercado_financiero, Complejidad_técinca, Economía_real_impulsora_crecimiento",No,No,Yes,"Efectos_nocivos_Sustancias_nocivas, Créditos_peligrosos",No,No,No,No,No,No,No,No
DMRDMO_8,"REAL DECRETO-LEY 7/2002, de 22 de noviembre, sobre medidas reparadoras en relación con el accidente del buque ""Prestige"".",22/11/2002,2002-2002,"Como consecuencia del accidente sufrido por el buque ""Prestige"" el pasado día 13 de noviembre, se han llevado a cabo una serie de actuaciones excepcionales y urgentes, dirigidas a disminuir el impacto medioambiental en las zonas afectadas por la contaminación de hidrocarburos producida. La magnitud de los hechos y sus efectos perjudiciales exigen, desde el principio constitucional de solidaridad, una actuación inmediata de los poderes públicos para la puesta en marcha de un conjunto de medidas paliativas y reparadoras, con el fin de recuperar cuanto antes la normalidad en la zona siniestrada. ",O,No,No,"Yes, Prestige",No,Yes,Yes,No,Yes,"Afecta_trabajadores, Afecta_población",Yes,"Sujetos_obligados_al_pago, Responsable_accidente, Devolución",No,No,Yes,Impactos_medioambientales,Yes,"Crédito_extraordinario, Pesca, ICO, Reparación",No,No,Yes,"Contaminación_hidrocarburos, Efectos_nocivos_Sustancias_nocivas, Vertidos_buques, Contaminación_sustancias_perjudiciales, Zona siniestrada",No,No,No,No,No,No,No,No
DMOMO_3,"ORDEN TAS/3043/2002, de 3 de diciembre, por la que se dictan normas para la aplicación de lo dispuesto en el artículo 5 del Real Decreto-ley 7/2002, de 22 de noviembre, sobre medidas reparadoras en relación con el accidente del buque ""Prestige"", en lo que se refiere a bonificaciones en el pago de cuotas a la Seguridad Social.",03/12/2002,2002-2002,"El Real Decreto-ley 7/2002, de 22 de noviembre, sobre medidas reparadoras en relación con el accidente del buque ""Prestige"", establece, en su artículo 5, entre otras medidas al respecto, bonificaciones en el pago de las cuotas a la Seguridad Social en los términos que señala el mismo. A su vez, la disposición final primera del citado Real Decreto-ley faculta a los distintos titulares de los Departamentos ministeriales, en el ámbito de sus competencias, para dictar las disposiciones necesarias y establecer los plazos para la ejecución de lo establecido en dicho Real Decreto-ley. ",O,No,No,"Yes, Prestige",No,Yes,Yes,No,Yes,Trabajadores_afectados,Yes,"Sujetos_obligados_al_pago, Devolución",No,No,No,No,Yes,"Crédito_extraordinario, Reparación",No,No,Yes,Vertidos_buques,No,No,No,No,No,No,No,No
